400.438	33.6606
402.477	15.2474
404.514	-7.54441
406.551	29.8617
408.587	1.52634
410.624	-5.47176
412.66	27.1321
414.694	16.7575
416.728	23.6066
418.762	34.5108
420.794	-18.105
422.828	-4.71532
424.859	9.94943
426.89	-25.3433
428.92	-28.1019
430.95	-17.4794
432.979	23.5842
435.01	8.99352
437.038	-1.06343
439.065	2.42382
441.091	-49.8963
443.118	-56.8874
445.144	17.6104
447.169	-1.5523
449.194	-35.9904
451.217	-22.0967
453.241	12.0465
455.264	43.283
457.285	-22.4987
459.308	-8.46135
461.328	56.0452
463.349	-19.5119
465.368	7.8972
467.388	21.797
469.406	20.2288
471.424	31.5903
473.441	-6.6697
475.459	-16.736
477.475	9.36815
479.491	-4.79308
481.505	-27.8621
483.52	16.4013
485.534	12.7556
487.547	19.3417
489.56	-9.86329
491.571	16.9803
493.582	-2.08458
495.594	-18.1649
497.604	-13.34
499.613	5.39453
501.623	14.1545
503.63	17.9595
505.639	49.6336
507.645	-19.0279
509.653	39.5086
511.658	61.275
513.663	84.9846
515.669	66.9637
517.673	191.508
519.677	218.641
521.679	184.149
523.682	141.579
525.684	90.0637
527.685	28.784
529.686	18.8882
531.686	5.27764
533.686	-24.721
535.685	-14.1632
537.683	-18.0505
539.68	-2.11095
541.678	-6.64312
543.675	-28.7974
545.67	-49.01
547.666	-57.4607
549.66	-18.7284
551.655	-10.265
553.648	27.9769
555.641	15.4407
557.634	-19.4948
559.625	5.8717
561.616	-9.28288
563.607	-31.6761
565.597	0.0356838
567.586	7.512
569.575	0.684898
571.563	55.1487
573.551	7.21053
575.538	4.91462
577.525	-1.38774
579.511	21.9572
581.496	36.0823
583.481	-5.7377
585.465	13.4153
587.448	7.31808
589.432	5.77105
591.414	15.774
593.395	14.8292
595.377	-25.2339
597.357	18.0154
599.337	40.7964
601.317	16.0389
603.296	9.08093
605.274	-5.37438
607.251	57.0167
609.228	5.25621
611.205	2.14084
613.181	63.9828
615.156	6.84328
617.13	18.4586
619.104	42.7403
621.078	31.421
623.052	67.815
625.023	27.1156
626.995	54.5493
628.966	53.1348
630.937	75.0923
632.907	102.792
634.876	105.007
636.845	80.7045
638.813	106.073
640.781	96.1781
642.748	73.426
644.714	82.8086
646.68	128.263
648.645	79.397
650.61	85.1779
652.574	57.3981
654.538	74.5169
656.501	64.0078
658.463	68.0421
660.425	68.9986
662.387	51.2531
664.346	65.6871
666.307	35.0629
668.266	85.3561
670.226	73.9937
672.183	36.2253
674.141	49.9772
676.099	96.6671
678.055	50.1439
680.011	25.1269
681.966	49.638
683.921	105.157
685.875	36.9489
687.829	48.0639
689.782	36.9581
691.735	68.278
693.685	0.284712
695.637	48.9495
697.588	36.0646
699.538	17.6027
701.488	59.0178
703.437	14.0436
705.385	24.0203
707.332	10.8797
709.281	13.9673
711.227	22.6662
713.172	47.6314
715.118	30.3185
717.062	7.47678
719.008	4.23107
720.952	24.4543
722.894	7.29776
724.836	22.9366
726.779	8.43144
728.72	19.6988
730.661	35.4854
732.601	41.3699
734.541	-0.261736
736.481	10.3297
738.418	31.5429
740.357	10.0939
742.294	4.89717
744.23	-9.27663
746.167	-2.48734
748.103	-13.3218
750.038	1.75546
751.972	3.33245
753.906	-9.37994
755.839	-5.51565
757.772	-34.059
759.704	-23.9451
761.636	-10.7664
763.567	-52.169
765.497	-21.4882
767.427	-8.99832
769.357	-10.8805
771.285	-16.5697
773.213	-7.79004
775.14	-13.3128
777.067	-6.18372
778.994	-11.3522
780.92	-3.77587
782.844	26.2304
784.769	10.2018
786.693	-10.5323
788.616	25.8813
790.539	-20.9811
792.462	-3.00092
794.384	41.1742
796.305	63.9689
798.226	15.6732
800.145	43.4925
802.065	97.9662
803.985	81.3243
805.902	115.738
807.82	119.782
809.738	151.221
811.654	127.3
813.569	127.698
815.486	166.369
817.401	116.029
819.315	53.6891
821.229	76.3267
823.142	88.946
825.055	80.4835
826.967	88.4375
828.877	40.3889
830.788	46.2656
832.699	36.8012
834.608	27.023
836.518	36.8558
838.426	67.4142
840.334	34.2896
842.241	-32.8242
844.149	15.0361
846.055	-6.7163
847.961	-20.7277
849.866	-29.9942
851.77	-11.057
853.674	-22.3523
855.578	15.1865
857.481	13.0278
859.383	-14.1408
861.285	-6.15733
863.185	-0.0154806
865.086	-24.8199
866.987	-41.7207
868.886	-25.4507
870.784	-4.01469
872.683	-4.45924
874.581	21.6824
876.477	-3.2481
878.375	38.0273
880.271	-13.9837
882.166	-28.2894
884.061	48.6843
