400.438	-1.67598
402.477	0.524916
404.514	-36.3149
406.551	-33.1014
408.587	-77.7431
410.624	-71.9246
412.66	-54.5549
414.694	16.09
416.728	-31.6103
418.762	-37.5756
420.794	1.35327
422.828	38.8521
424.859	-1.34097
426.89	32.9231
428.92	131.299
430.95	28.9854
432.979	55.3035
435.01	56.0145
437.038	-2.79384
439.065	81.3215
441.091	41.3438
443.118	99.4151
445.144	10.4833
447.169	59.9137
449.194	88.8055
451.217	-27.8654
453.241	21.9418
455.264	2.23451
457.285	2.78949
459.308	-15.1298
461.328	-23.6221
463.349	-24.0164
465.368	17.9735
467.388	-27.2144
469.406	-8.53569
471.424	-40.0863
473.441	-14.5912
475.459	6.38235
477.475	36.0632
479.491	-28.8364
481.505	58.1036
483.52	55.1433
485.534	-29.1843
487.547	-23.7044
489.56	-1.72039
491.571	12.533
493.582	-2.12909
495.594	-27.8705
497.604	-41.7906
499.613	-97.6361
501.623	-12.1009
503.63	-6.18186
505.639	-101.556
507.645	-13.9314
509.653	-36.5551
511.658	26.2028
513.663	98.7389
515.669	455.517
517.673	904.548
519.677	1092.81
521.679	978.174
523.682	685.126
525.684	339.961
527.685	109.81
529.686	-27.033
531.686	37.4428
533.686	-67.1655
535.685	-24.5389
537.683	-58.5642
539.68	-109.587
541.678	-138.663
543.675	-156.84
545.67	-98.511
547.666	-110.865
549.66	-89.6801
551.655	-77.818
553.648	-48.4067
555.641	-74.0378
557.634	-39.6318
559.625	-21.3998
561.616	8.64414
563.607	29.0647
565.597	40.2974
567.586	97.7268
569.575	117.165
571.563	130.772
573.551	5.96892
575.538	19.0832
577.525	65.8383
579.511	67.5191
581.496	112.985
583.481	44.0923
585.465	46.072
587.448	68.2672
589.432	57.5677
591.414	-4.04512
593.395	-19.5592
595.377	-76.0092
597.357	-12.6685
599.337	27.5796
601.317	-66.8822
603.296	-87.4724
605.274	-42.2618
607.251	-39.9978
609.228	-59.3067
611.205	-13.175
613.181	32.3121
615.156	39.2652
617.13	191.482
619.104	162.126
621.078	297.859
623.052	229.447
625.023	193.075
626.995	188.71
628.966	184.051
630.937	161.978
632.907	14.6802
634.876	75.1373
636.845	96.2219
638.813	121.902
640.781	94.5318
642.748	140.2
644.714	103.204
646.68	111.644
648.645	151.759
650.61	210.805
652.574	120.157
654.538	129.909
656.501	105.813
658.463	98.9119
660.425	126.865
662.387	136.846
664.346	172.909
666.307	129.491
668.266	114.083
670.226	154.819
672.183	211.606
674.141	201.812
676.099	256.007
678.055	214.132
680.011	161.963
681.966	123.802
683.921	179.851
685.875	136.489
687.829	160.892
689.782	145.682
691.735	95.7185
693.685	163.387
695.637	86.6303
697.588	155.653
699.538	155.914
701.488	127.046
703.437	225.812
705.385	145.005
707.332	129.565
709.281	159.924
711.227	151.279
713.172	83.6552
715.118	137.51
717.062	104.549
719.008	147.774
720.952	160.33
722.894	241.093
724.836	291.106
726.779	166.556
728.72	239.101
730.661	141.37
732.601	111.601
734.541	82.4804
736.481	182.94
738.418	187.557
740.357	145.454
742.294	132.743
744.23	81.4782
746.167	102.755
748.103	32.5532
750.038	29.5693
751.972	48.7684
753.906	24.1151
755.839	4.017
757.772	31.7572
759.704	-5.09689
761.636	-84.5562
763.567	21.6689
765.497	-89.7616
767.427	-132.91
769.357	-108.767
771.285	-28.8094
773.213	-23.5733
775.14	-5.5247
777.067	-50.4568
778.994	-65.0251
780.92	-78.9393
782.844	24.4621
784.769	-29.5448
786.693	18.2898
788.616	35.5414
790.539	-7.28313
792.462	119.453
794.384	128.557
796.305	157.889
798.226	110.302
800.145	148.797
802.065	192.816
803.985	157.214
805.902	210.063
807.82	250.223
809.738	264.427
811.654	370.534
813.569	317.232
815.486	401.366
817.401	462.511
819.315	460.293
821.229	504.428
823.142	533.295
